Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
9309;36419;Agrifuels Colombia S.A.S;41012;Banco Nacional do Desenvolvimento;Третичный инвестор/заимодатель;Привлечение заемного капитала;;269500000.0;;2012;US Dollars
9310;41325;Russia-China Investment Fund;41323;China Investment Corporation;Материнская компания;;;;;;
9311;41325;Russia-China Investment Fund;41324;Russian Direct Investment Fund;Материнская компания;;;;;;
9316;41022;Asturias Holding Sarl;2766;Riopaila Castilla S.A;Материнская компания;Доли капитала;100.0;;;;
9317;41025;Agroindustria Ibiza;41022;Asturias Holding Sarl;Материнская компания;Доли капитала;100.0;;;;
9318;38185;Unknown_Riopaila_Castilla;41025;Agroindustria Ibiza;Материнская компания;;;;;;
9319;38185;Unknown_Riopaila_Castilla;41027;Inversiones Agrícolas Asturias S.L.;Материнская компания;;;;;;
9320;38185;Unknown_Riopaila_Castilla;41026;Inversiones Agrícolas Málaga S.L.;Материнская компания;;;;;;
9321;38185;Unknown_Riopaila_Castilla;41024;Inversiones Agrícolas Toledo S.L.;Материнская компания;;;;;;
9322;37825;Unknown (Monica Semillas, in Colombia, 37825);41064;Agromarchett Ltda;Материнская компания;;;;;;
9323;37825;Unknown (Monica Semillas, in Colombia, 37825);41065;Catanaribo Ltda;Материнская компания;;;;;;
9324;37825;Unknown (Monica Semillas, in Colombia, 37825);41066;Manacacias Ltda;Материнская компания;;;;;;
9325;37825;Unknown (Monica Semillas, in Colombia, 37825);41063;Monica Colombia Ltda;Материнская компания;;;;;;
9326;37825;Unknown (Monica Semillas, in Colombia, 37825);41068;Monicol Ltda;Материнская компания;;;;;;
9327;37825;Unknown (Monica Semillas, in Colombia, 37825);41067;Tilava Ltda;Материнская компания;;;;;;
9328;39845;Unknown_Frontera_Energy_Colombia;41047;Grupo C&C;Материнская компания;;;;;;
9329;39845;Unknown_Frontera_Energy_Colombia;4028;Meta Petroleum Corp;Материнская компания;;;;;;
9330;39845;Unknown_Frontera_Energy_Colombia;41045;Pacific Stratus Energy Colombia Corp.;Материнская компания;;;;;;
9331;39845;Unknown_Frontera_Energy_Colombia;41046;Petrominerales Colombia Corp;Материнская компания;;;;;;
9332;39447;Komaza Forestry Limited;4672;Komaza;Материнская компания;;;;;;
9335;40993;Biojoule Kenya;40995;Tropical Power;Материнская компания;;;;;;
9336;40993;Biojoule Kenya;2585;VP Group;Материнская компания;;;;;;
9337;40994; Tropical Power Ltd;40993;Biojoule Kenya;Материнская компания;;;;;;Independent Power Producer (IPP) which in turn is jointly owned by Tropical Power and Kenya-headed VP Group.
9338;40992;Gorge Farm;2585;VP Group;Материнская компания;;;;;;
9344;41333;Tatepa Limited;1916;Maris Capital;Материнская компания;;;;;;
9348;41337;Karebe Gold Mining Limited;1916;Maris Capital;Материнская компания;;;;;;
9349;41338;Karebe Gold Mining Limited (KGML);1916;Maris Capital;Материнская компания;;;;;;
9350;41340;Commoner Mine Limited;1916;Maris Capital;Материнская компания;;;;;;
9352;41341;Katito Farming Enterprises Ltd;3117;AgDevCo;Материнская компания;Доли капитала;;;;;
9354;41343;Kigali Farms;3117;AgDevCo;Материнская компания;;;;;;
9373;41352;Ndoto Farm;3117;AgDevCo;Материнская компания;;;;;;
9374;41359;Unknown (China Rural Development Cooperation);41358;China Rural Development Cooperation;Материнская компания;;;;;;
9382;41364;Mineral Sands Resources (Pty) Ltd;41365;Mineral Commodities Ltd (MRC);Материнская компания;;50.0;;;;
9383;41364;Mineral Sands Resources (Pty) Ltd;41366;Blue Bantry;Материнская компания;;50.0;;;;
9384;41367;Kawambwa Sugar Limited;2710;Nava Bharat Ventures Limited;Материнская компания;Доли капитала;100.0;;;;"During the year 2017 NavaAgro Pte. Ltd. (NAPL) a wholly owned subsidiary of the Company Singapore acquired 100% shareholding ofKawambwa Sugar Limited (KSL)..Nava Bharat Ventures Limited (NBVL) a well-diversified multi product company was incorporated on 7th November 1972 under the name of Nava Bharat Ferro Alloys Limited (NBFA); promoted by D. Subba Rao P.Punnaiah and A.S.Chowdhri.Nava Bharat Ventures is one of the biggest investor in Zambia’s coal industry developing Mamba Collieries"
9388;41371;Mount Meru Millers Ltd;41370;Mount Meru Group;Материнская компания;;;;;;
9389;41369;Mount Meru Millers Zambia Ltd;41371;Mount Meru Millers Ltd;Материнская компания;;;;;;
9394;38423;Consolidated Farming Limited (CFL);1745;Sable Transport Limited;Материнская компания;;100.0;;;;
9395;38423;Consolidated Farming Limited (CFL);41372;Eastern and Southern African Trade and Development Bank (TDB);Третичный инвестор/заимодатель;;;;;;
9396;36976;Marli Investments Zambia Ltd.;4519;CO2 Energy;Материнская компания;;50.0;;;;
9397;36976;Marli Investments Zambia Ltd.;540;Unnamed investor 109;Материнская компания;;;;;;
9398;36976;Marli Investments Zambia Ltd.;2302;Unnamed investor;Материнская компания;;;;;;
9399;35588;Continental Farmers Group;40505;SALIC UK Ltd;Материнская компания;Привлечение заемного капитала;100.0;150000000.0;US Dollar ($);;Over the next two years, the new owner plans to invest up to $150 million in new equipment, infrastructure, agricultural technologies and consolidation of Mriya Agrobank to bring its operations to the world level.
9400;41375;Eastern Uganda Agriculture Limited;41374;Mara Group;Материнская компания;;;;;;
9404;41377;Siberian for mining co.ltd;41376;Siberian Golden Stone;Материнская компания;;;;;;
9405;41379;Flora JSC;41327;RFP Group Holding;Материнская компания;;;;;;
9409;41167;Mendez Ezcurra, Luis Maria;41031;SACHA RUPASKA SA;Материнская компания;;;;;;
9411;41385;Namibia Oriental Tobacco;41383;Hongyunhonghe Tobacco;Материнская компания;;;;;;
9412;41385;Namibia Oriental Tobacco;41384;Armas Amukwiyu;Материнская компания;;;;;;
9414;41387;Rosebud Limited;41386;Ruparelia Group Limited;Материнская компания;Доли капитала;100.0;;;;
9415;41355;Omer Farming Company Limited;41354;Ojwang Family;Материнская компания;Доли капитала;50.0;;;;
9416;41355;Omer Farming Company Limited;41353;Randy Sohnchen;Материнская компания;Доли капитала;50.0;;;;
9418;41391;Namekara Mining Company Limited;41390;Black Mountain Resources Limited;Материнская компания;Доли капитала;;;;;
9461;41402;Moroto Business and Industrial park;3018;Uganda Investment Authority (UIA);Материнская компания;Привлечение заемного капитала;;;;;
9465;38887;Goldtree Holdings;3841;Natural Habitats;Материнская компания;Доли капитала;27.5;;;;
9466;38887;Goldtree Holdings;1443;Finnish Fund for Development Cooperation (Finnfund);Материнская компания;Доли капитала;22.51;;;;
9467;38887;Goldtree Holdings;1870;Phatisa Group Limited;Материнская компания;Доли капитала;49.99;;;;
9468;41020;Africado Ltd;3228;Hans Merensky Holdings;Материнская компания;Доли капитала;;;;;
9469;41020;Africado Ltd;41021;Norfund;Материнская компания;Доли капитала;;;;;
9470;41020;Africado Ltd;3117;AgDevCo;Материнская компания;Доли капитала;;;;;
9471;41403;Kasese Industrial and Business Park;3018;Uganda Investment Authority (UIA);Материнская компания;;;;;;
9472;41405;Jinja Business and Industrial Park;3018;Uganda Investment Authority (UIA);Материнская компания;;;;;;
9475;41380;Shychzhen Tan;41382;U LINCZIN;Материнская компания;;70.0;;;;
9476;40800;Lemkivska Mriya LLC;41401;Mriya Farming Karpaty LLC;Материнская компания;Доли капитала;100.0;;;;
9478;41034;Novagris LLC;41399;Mriya Farming Ternopil LLC;Материнская компания;Доли капитала;100.0;;;;
9481;41030;"Torgovyj Dim ""Asko"" LLC";41399;Mriya Farming Ternopil LLC;Материнская компания;Доли капитала;100.0;;;;
9482;41396;Komsomolskyi KLPH PrJSC;41327;RFP Group Holding;Материнская компания;;;;;;
9485;41399;Mriya Farming Ternopil LLC;41400;SALIC Ukraine LLC;Материнская компания;Доли капитала;100.0;;;;
9488;35598;Bio D S.A.;40699;Agroganados Internacional Ltda;Материнская компания;;;;;;
9489;35598;Bio D S.A.;40695;Agropecuaria La Loma Ltda;Материнская компания;;;;;;
9490;35598;Bio D S.A.;40696;Copalma Ltda.;Материнская компания;;;;;;
9491;35598;Bio D S.A.;40690;Guicaramo S.A.;Материнская компания;;;;;;
9492;35598;Bio D S.A.;40700;Sapuga S.A.;Материнская компания;;;;;;
9493;35598;Bio D S.A.;40693;Palmeras Santana Ltda;Материнская компания;;;;;;
9494;35598;Bio D S.A.;40702;Palmeras La Margarita Díaz Martínez;Материнская компания;;;;;;
9495;35598;Bio D S.A.;40698;Palmeras La Crolina S.A.;Материнская компания;;;;;;
9496;35598;Bio D S.A.;40703;Palmeras del Humea S.A.;Материнская компания;;;;;;
9497;35598;Bio D S.A.;40692;Palmasol S.A.;Материнская компания;;;;;;
9498;35598;Bio D S.A.;40701;Oleaginosas Santana Ltda;Материнская компания;;;;;;
9499;35598;Bio D S.A.;40694;Oleaginosas San Marcos Ltda;Материнская компания;;;;;;
9500;35598;Bio D S.A.;40697;Inparme S.A.;Материнская компания;;;;;;
9501;35598;Bio D S.A.;40691;Hacienda La Cabaña S.A.;Материнская компания;;;;;;
9502;35600;Aceites Manuelita S.A.;40859;Grupo Manuelita;Материнская компания;;100.0;;;;
9503;41418;Mondelēz International, Inc. in Ghana;41417;Mondelēz International, Inc.;Материнская компания;;;;;;
9506;41423;Soroti Industrial and Business Park;3018;Uganda Investment Authority (UIA);Материнская компания;Доли капитала;;;;;
9507;41426;Ximena Angel Gaviria;4965;Indupalma Ltda.;Материнская компания;;;;;;
9508;346;Al Dahra Agricultural Company LLC;41427;Al Dahra Holding LLC;Материнская компания;;;;;;
9509;38573;Al Dahra Agriculture South Africa;346;Al Dahra Agricultural Company LLC;Материнская компания;;100.0;;;;
9511;41436;Northern Uganda Agricultural Center;41437;NUAC Denmark;Материнская компания;Доли капитала;75.0;;;;
9512;41436;Northern Uganda Agricultural Center;41438;Nick Ziegler;Материнская компания;Доли капитала;12.5;;;;
9513;41436;Northern Uganda Agricultural Center;41439;Pearl Capital Partners;Материнская компания;Доли капитала;12.5;1200000.0;;;
9514;35431;Central American Timber Fund,;3864;Central American Timber Fund;Материнская компания;;;;;;
9520;38574;Navigator for Agricultural Investment;3414;Government of the United Arab Emirates;Материнская компания;;;;;;
9521;38574;Navigator for Agricultural Investment;41441;Al Dahra Egypt;Материнская компания;;;;;;
9522;38574;Navigator for Agricultural Investment;891;Government of Egypt;Материнская компания;;;;;;
9537;40057;AF Zapovit Shevchenko;41435;"""SPF ""Urozhay"" LLC";Материнская компания;Доли капитала;100.0;;;;
9538;41443;MHP Agrokryazh LLC;3525;Myronivsky Hliboproduct PJSC;Материнская компания;Доли капитала;51.0;;;;
9539;41443;MHP Agrokryazh LLC;41442;"Stock company ""Closed non-diversified venture corporate investment fund""Yukon"" (SC ""Yukon"")";Материнская компания;Доли капитала;49.0;;;;
9544;41435;"""SPF ""Urozhay"" LLC";3525;Myronivsky Hliboproduct PJSC;Материнская компания;Доли капитала;5.0;;;;
